hours; total             ; analyzed         ; missing          ; relation_number ; proportion         ; rep               ; row_number ; weight_sum        ; relation_number 
71.25;147171034.9;35797426.48;34576605.62;1618;0.243236901;0.508673802;309419;147171034.9;47787
71.5;147791162.9;35959044.22;34667966.18;1620;0.24330984;0.509140115;309962;147797545.3;47819
71.75;148397794.1;36121226.58;34775018.04;1622;0.24340811;0.509494216;310153;148397794.1;47837
72;148926989;36229383.46;34933701.59;1624;0.243269428;0.50910361;310504;148927016.2;47872
72.25;149497932.1;36356605.66;35011690.2;1625;0.243191362;0.509422359;310629;149497932.4;47877
72.5;150056788.7;36518797.83;35130136.92;1627;0.243366516;0.50969073;310897;150056788.7;47901
72.75;150678475.2;36666724.19;35218887.37;1628;0.243344141;0.510070422;311122;150678479.7;47927
73;151270304.4;36808264.45;34853333.95;1632;0.243327761;0.513640015;311383;151270304.4;47951
73.25;151784937;36908194.39;34953181.6;1634;0.243161114;0.513602667;311693;151791108.3;47973
73.5;152386919.7;37048389.83;35351741.78;1635;0.243120538;0.511717161;312109;152386946.7;48002
73.75;152922754.3;37191468.01;35172381.76;1635;0.243204278;0.513950932;312491;152922754.3;48016
74;153476705.5;37306607.95;35375266.96;1638;0.24307668;0.513286263;312687;153478453.3;48028
74.25;154045406.9;37431035.59;35514094.88;1640;0.242987028;0.513139607;313095;154045406.9;48047
74.5;154613417.9;37600670.15;35666736.51;1644;0.243191507;0.513197776;313823;154613439.4;48099
74.75;155120940.1;37732223.11;36116853.28;1645;0.243243904;0.510936967;314312;155120940.3;48130
75;155594178.2;37861215.44;36536232.26;1647;0.243333111;0.508904762;314757;155594178.2;48158
75.25;156127893.9;38029283.24;36677435.86;1649;0.243577764;0.509047696;315128;156127910.8;48196
75.5;156720683.5;38170934.34;36841370.44;1650;0.243560285;0.508862305;315463;156720685;48214
75.75;157251185.1;38285127.93;37006122.6;1665;0.243464797;0.508493718;316200;157251229.2;48254
76;157755183;38057243.71;37126729.14;1666;0.24124243;0.506188251;316384;157755186.1;48270
76.25;158361614.9;38254853.04;37370478.23;1669;0.24156645;0.505847081;317374;158365037.7;48315
76.5;158930734.4;37831156.94;37360800.87;1671;0.238035501;0.503127702;317650;158930734.4;48322
76.75;159480422.9;38545919.63;37880488.16;1671;0.241696874;0.504353413;317897;159481546.6;48355
77;160172558.9;38750007.21;38424905.48;1679;0.241926629;0.502106266;319695;160172558.9;48433
77.25;160729854.3;38885019.42;38494344.42;1680;0.241927796;0.502524413;320146;160729854.3;48468
77.5;161215919.8;39000667.09;38483462.03;1682;0.241915731;0.50333749;320262;161215919.8;48480
77.75;161781047;38886456.22;38204275.04;1682;0.240364721;0.504424534;320567;161781164.9;48497
78;162405687.8;39042036.06;38342002.18;1682;0.240398206;0.504523115;320719;162406015;48511
78.25;162969014.1;39216243.84;38748288.63;1682;0.240636197;0.503001078;320895;162975111;48522
78.5;163465127.2;38987098.82;38682964.71;1683;0.238504074;0.501957859;321252;163466640.7;48557
78.75;164081743.6;39496715.73;38907769.47;1683;0.240713652;0.50375582;321437;164081743.6;48576
79;164597285;39634108.38;39066040.9;1686;0.240794424;0.503609062;321693;164597286.7;48604
79.25;165196317.8;39772370.52;39109590.63;1688;0.240758214;0.504201087;321970;165196547.8;48625
79.5;165701901.7;39928985.21;39326447.44;1690;0.240968781;0.50380124;322240;165706884.3;48637
79.75;166229136.6;40085132.72;39410655;1691;0.241143842;0.504242223;322520;166229136.8;48649
80;166824035.8;40261268.87;39502770.15;1693;0.241339737;0.504754641;322879;166824035.8;48691
80.25;167397050;40049751.03;39558719.21;1696;0.239250041;0.503084043;323222;167404716;48707
80.5;167965652.1;40180062.58;39665444.56;1696;0.239215947;0.503222586;323424;167973259.5;48723
80.75;168458192.9;40289805.84;39722611.31;1696;0.239167981;0.503544416;323598;168458192.9;48765
81;168976967.3;40430756.42;39972630.69;1697;0.239267854;0.502848921;323935;168976967.3;48804
81.25;169468776.3;41147424.08;40601613.22;1697;0.242802391;0.503338332;324141;169468776.3;48823
81.5;170097544.8;40693004.76;40565213.64;1699;0.239233346;0.500786327;324772;170097544.8;48858
81.75;170573151.7;40785718.05;40655900.67;1702;0.239109834;0.500796997;325549;170573155;48895
82;171142915.6;40941937.35;40906091.6;1703;0.239226597;0.500218977;325772;171142975.6;48922
82.25;171720447.6;41102956.21;41181280.89;1706;0.239359708;0.49952406;325966;171720447.7;48934
82.5;172295818.9;41260766.01;41498881.74;1707;0.239476305;0.498561402;326160;172295818.9;48948
82.75;172857983.2;41394971.03;41683717.57;1709;0.239473875;0.498262211;326648;172859496.5;48966
83;173433382.4;41500883.06;42065684.55;1710;0.239290052;0.496620649;326821;173434896.1;48997
83.25;173980984.8;41661042.23;42127685.81;1710;0.239457446;0.497215356;327273;173981298.5;49016
83.5;174559789.5;41807256.42;42281378.1;1710;0.23950107;0.497180822;327396;174561302.7;49027
83.75;175073774.9;41944614.65;42454441.53;1714;0.239582511;0.496979665;327618;175073774.9;49038
84;175648212.2;42119579.04;42560074.41;1714;0.239795091;0.497399048;327795;175648601.3;49040
84.25;176151744.8;42251366.32;42668628.83;1715;0.239857779;0.497543202;328046;176151744.8;49056
84.5;176656680.5;42382924.45;42706596.23;1721;0.239916907;0.498098051;328271;176657056.6;49073
84.75;177236437.5;42912155.82;42960162.47;1722;0.242118136;0.499720477;328402;177236813.9;49088
85;177695161;43029148.75;43096964.91;1722;0.242151494;0.499606297;328700;177695533.3;49115
85.25;178270155.8;43151657.03;43213798.84;1727;0.242057662;0.499640239;328979;178270155.8;49133
85.5;178771525;43279433.59;43251012.37;1728;0.242093553;0.500164227;329456;178771525;49148
85.75;179300153.4;43425436.83;43783609.46;1732;0.242194086;0.497946471;329958;179300272.1;49196
86;179841641.5;43572491.06;44013325.72;1736;0.242282548;0.497483413;330587;179841720.3;49216
86.25;180421213.7;43707234.61;44159577.96;1737;0.242251084;0.497425972;331189;180421213.7;49227
86.5;180959624.7;43871994.59;44286296.15;1737;0.242440791;0.49765024;331360;180967633.9;49246
86.75;181448168.3;43976313.7;44377396.7;1737;0.242362952;0.497730242;331526;181448168.3;49257
87;181976065.3;44063495.58;44418269.68;1737;0.242138962;0.497995213;331687;181976065.3;49265
87.25;182512042.6;44209067.2;44559207.75;1739;0.24222548;0.498027783;331974;182512042.6;49302
87.5;183156974.9;44419343.12;44639653.39;1740;0.24252062;0.498763122;332448;183159627.4;49344
87.75;183716704;44543292.74;45619002.85;1740;0.242456411;0.49403459;332571;183716704;49359
88;184227024;44686785.39;45702981.12;1742;0.242563683;0.494378812;332981;184227051.3;49384
88.25;184793264.3;44840222.45;45731081.53;1744;0.242650741;0.495082001;333278;184793291.9;49395
88.5;185461687;44964296.41;45839794.31;1744;0.242445203;0.495179194;333469;185461687;49402
88.75;186004444.6;45099100.93;45931801.23;1745;0.242462491;0.495426277;333726;186004744.3;49409
89;186571740.3;45213388.34;45968824.82;1746;0.242337817;0.495857545;333880;186571740.3;49426
89.25;187089029.4;45336273.67;45996259.32;1746;0.242324597;0.496386908;334142;187090542.7;49441
89.5;187658064.2;45509079.9;46127971.25;1750;0.242510654;0.496623138;334636;187658182.1;49460
89.75;188234145.8;45687427.15;46282716.49;1755;0.242715937;0.496763682;334805;188234145.8;49488
90;188737695.2;45810307.96;47065966.54;1757;0.242719441;0.493240154;335162;188737813.3;49513
90.25;189333806.7;45991220.86;47276235.01;1759;0.24291077;0.493111133;335577;189333823.6;49530
90.5;189860433.2;46099366.09;47317736.32;1759;0.242806599;0.49347887;335862;189860433.2;49550
90.75;190430669.5;46261828.97;47702789.78;1761;0.242932659;0.492332429;335991;190430669.5;49553
91;190982614;46387809.6;47906350.58;1763;0.242890222;0.491947852;336247;190982633.7;49570
91.25;191504273.3;46529019.88;47890635.45;1764;0.242965961;0.492789554;336436;191504273.3;49580
91.5;192034210.3;46626883.53;48406609.26;1764;0.242805089;0.490636324;336630;192034210.3;49602
91.75;192557569.3;46772327.59;48467117.7;1764;0.242900488;0.491102478;336708;192563663.5;49614
92;193176243.7;46907964.66;48570757.92;1767;0.242824706;0.491292336;337026;193176268.7;49634
92.25;193771463.9;47045088.43;48666232.61;1768;0.242786463;0.491531074;337964;193772234.7;49676
92.5;194371259.6;47230120.5;49023902.59;1771;0.242989219;0.490682041;338179;194373577.5;49704
92.75;194914641.6;47341098.13;49443065.96;1773;0.24288118;0.489140952;338254;194918354.7;49709
93;195437594.9;47499285.45;49502411.83;1773;0.243040677;0.489674787;338741;195439108.5;49725
93.25;195893221.3;47607315.82;49930250.93;1776;0.243026867;0.4880921;339190;195893221.3;49740
93.5;196368899.8;47721641.62;50096120.95;1779;0.243020365;0.487862739;339504;196368917.9;49764
93.75;196793102.7;47804209.85;50468365.41;1780;0.242916084;0.486445071;339847;196793102.7;49774
94;197247198.1;47935560.92;50524429.38;1780;0.243022772;0.486853196;340058;197247198.1;49798
94.25;197776721.1;48075816.64;50668556.84;1780;0.243081271;0.486871453;340425;197777018.7;49820
94.5;198423931.6;48221292.66;50834248.73;1780;0.243021556;0.486810652;340788;198423931.6;49845
94.75;198926062.3;48360472.95;51005117.31;1780;0.243107778;0.486692353;340992;198926092;49863
95;199464518.2;48486609.2;51163332.95;1781;0.243083881;0.486569366;341101;199464839.4;49877
95.25;199971070.6;48616265.38;51217031.9;1782;0.243116493;0.486974453;341300;199971070.6;49897
95.5;200558387.1;48758482.02;51381362.11;1786;0.243113652;0.486903914;342462;200558387.2;50039
95.75;201075383.4;48881597.26;51588052.67;1786;0.243100853;0.48653098;342656;201075384.9;50040
96;201567926.5;48987095.28;51709612.62;1787;0.243030209;0.486481597;342813;201567943.8;50051
96.25;202161182.2;49111471.3;51746253.23;1787;0.242932252;0.486938125;343032;202161182.2;50069
96.5;202711863;49234447.42;51857336.74;1788;0.242878965;0.487027188;343121;202711863;50078
96.75;203247560.9;49395413.74;51848406.16;1792;0.243030782;0.487885718;343636;203247560.9;50098
97;203774776.8;49505236.23;51810770.41;1792;0.242940942;0.488622063;343886;203775405.2;50106
97.25;204263165.4;49588638.89;51921120.94;1792;0.242768386;0.488511045;344039;204263165.4;50109
97.5;204762322.7;49716390.43;52024239.26;1794;0.242800481;0.488658175;344227;204762322.7;50112
97.75;205312358.4;49845121.8;52172511.18;1796;0.242777016;0.4885932;344444;205312358.4;50125
98;205808314.2;49970838.98;52605248.55;1796;0.24280282;0.487158754;344557;205808362.6;50131
98.25;206350290.8;50081475.4;52779689.64;1797;0.242701259;0.486884194;344896;206350290.8;50159
98.5;207008095.9;50238049.01;52952688.13;1798;0.242686397;0.486846498;345127;207014190.8;50179
98.75;207545463.5;50397379.06;53139795.12;1798;0.242825732;0.48675637;345469;207545463.5;50196
99;208090360.8;50521566.07;53290341.55;1798;0.242786671;0.486664461;345634;208090360.8;50209
99.25;208615081.5;50653956.39;53333353.15;1799;0.242810616;0.487116713;345890;208615081.5;50223
99.5;209199829.5;50833416.06;53461159.46;1799;0.242989759;0.487402301;346280;209199829.5;50266
99.75;209691435;50926990.44;53681468.01;1800;0.242866336;0.486834346;346431;209691493.5;50290
100;210282582;51073822.81;53799362.14;1802;0.242881851;0.487005547;346574;210282582.1;50304
